"id";"naam";"straat";"huisnummer";"postcode";"district";"begindatum";"toestellen";"financiering";"opmerking";"x_coord";"y_coord";"point_lng";"point_lat"
"DE/10/13";"Koraalplaats";"Koraalplaats";"";"2100";"DEURNE";"2005-10-04T00:00:00";"";"Lokaal";"";"156299.74100000001";"212185.36499999999";"4.45893144300004";"51.219581776000041"
"EK/18/01";"Leugenberg";"Leugenberg";"achter 143";"2180";"EKEREN";"1996-01-01T00:00:00";"";"Lokaal";"";"152871.239";"220965.35699999999";"4.4099315240000578";"51.298526392000042"
"EK/18/05";"Hof De Bist";"Veltwijcklaan";"";"2180";"EKEREN";"2007-02-01T00:00:00";"";"Lokaal";"";"155156.14600000001";"219228.83600000001";"4.4426653880000231";"51.282902024000066"
"EK/18/10";"Schoutlaan";"Schoutlaan";"achter 22";"2180";"EKEREN";"2004-03-22T00:00:00";"";"Lokaal";"";"155621.50399999999";"218797.435";"4.4493282450000606";"51.279020092000053"
"EK/18/11";"Weegbreelaan";"Weegbreelaan";"";"2180";"EKEREN";"2000-04-01T00:00:00";"";"Lokaal";"";"154964.63699999999";"218833.20600000001";"4.4399150820000273";"51.279347743000073"
"HO/66/03";"Paul Vekemanslaan";"Paul Vekemanslaan";"rechts 11";"2660";"HOBOKEN";"2001-01-01T00:00:00";"";"Lokaal";"";"149362.92600000001";"207197.63800000001";"4.3596530420000477";"51.174784805000058"
"HO/66/07";"Majoor Maelfaitplein";"Majoor Maelfaitplein";"";"2660";"HOBOKEN";"2000-05-01T00:00:00";"";"Lokaal";"";"149945.375";"206840.79699999999";"4.3679815360000589";"51.171577575000072"
"ME/17/02";"Kwadeveldenplein";"Kwadeveldenplein";"van 16 t/m";"2170";"MERKSEM";"1996-01-01T00:00:00";"";"Lokaal";"";"155125.70499999999";"216543.72099999999";"4.4421903720000273";"51.258767913000042"
"ME/17/17";"Kastanjeboomplein";"Kastanjeboomplein";"";"2170";"MERKSEM";"2004-08-02T00:00:00";"";"Lokaal";"";"155390.223";"216425.90700000001";"4.4459777880000502";"51.257706517000031"
"ME/17/20";"Hof ter Heyde";"Van Praetlei";"";"2170";"MERKSEM";"2006-10-03T00:00:00";"";"Lokaal";"";"156582.364";"215777.65100000001";"4.4630427700000723";"51.251867257000072"
"WI/61/13";"Kortestraat";"Kortestraat";"over 24 -";"2610";"WILRIJK";"2001-04-01T00:00:00";"";"Lokaal";"";"152395.723";"206818.054";"4.403016879000063";"51.171367801000031"
"WI/61/15";"Sterrenlaan";"Sterrenlaan";"";"2610";"WILRIJK";"2005-07-08T00:00:00";"";"Lokaal";"";"154309.71599999999";"206839.144";"4.4303836070000671";"51.171545965000064"
"AN/01/02";"Dageraadplaats";"Dageraadplaats";"";"2018";"ANTWERPEN";"2007-08-28T00:00:00";"";"Lokaal";"via verdwijnpalen met badge, niet via terrassen";"154297.674";"210835.91399999999";"4.4302597500000616";"51.207471037000062"
"AN/02/01";"Kielpark kant Sint Bernardsesteenweg";"Sint-Bernardsesteenweg";"over 8";"2020";"ANTWERPEN";"1996-01-01T00:00:00";"";"Boven lokaal";"";"150851.35399999999";"209068.28";"4.3809411580000415";"51.191598615000032"
"AN/03/02";"Thomas Greshamstraat";"Thomas Greshamstraat";"over 9";"2030";"ANTWERPEN";"2000-06-01T00:00:00";"";"Lokaal";"";"152648.454";"218081.85000000001";"4.406715570000074";"51.272610064000048"
"HO/66/11";"Alfred Nobellaan";"Alfred Nobellaan";"rechts 27";"2660";"HOBOKEN";"2000-03-01T00:00:00";"";"Lokaal";"";"149629.78200000001";"207497.003";"4.3634686270000316";"51.177475854000079"
"AN/01/03";"Stadspark";"Quinten Matsijslei";"";"2018";"ANTWERPEN";"2007-09-03T00:00:00";"";"Boven lokaal";"grondwerken door Nooyens iov VCR-Delphi-Rumst";"153248.94200000001";"211509.60399999999";"4.4152594650000765";"51.213533472000051"
"AN/02/03";"Nachtegalenpark";"FloraliÃ«nlaan";"";"2020";"ANTWERPEN";"1995-01-01T00:00:00";"";"Boven lokaal";"";"152968.08199999999";"208396.41";"4.4112138230000255";"51.185552176000044"
"ME/17/10";"Distelhoek";"Distelhoek";"naast 4";"2170";"MERKSEM";"1996-01-01T00:00:00";"";"Lokaal";"";"154451.522";"215715.647";"4.4325223580000284";"51.251330662000044"
"ME/17/09";"Wijngaardberg";"Wijngaardberg";"over 61";"2170";"MERKSEM";"2001-03-01T00:00:00";"";"Lokaal";"";"154531.18599999999";"215090.84";"4.433655381000051";"51.245714080000027"
"ME/17/05";"Borrewaterstraat";"Borrewaterstraat";"";"2170";"MERKSEM";"2005-02-22T00:00:00";"";"Lokaal";"";"155389.56400000001";"214383.11499999999";"4.4459374250000678";"51.239345308000054"
"EK/18/07";"Veltwijckpark";"Veltwijcklaan";"";"2180";"EKEREN";"1996-01-01T00:00:00";"";"Lokaal";"";"153825.459";"218600.73499999999";"4.4235867110000413";"51.27726711400004"
"BE/60/11";"Langemarkstraat";"Langemarkstraat";"over 5";"2600";"BERCHEM";"1999-05-01T00:00:00";"";"Lokaal";"";"155223.77499999999";"209381.10699999999";"4.4434901740000328";"51.194386777000034"
"HO/66/04";"Romestraat";"Romestraat";"achter 108";"2660";"HOBOKEN";"1997-05-01T00:00:00";"";"Lokaal";"";"148726.761";"205665.67000000001";"4.3505614090000222";"51.161013635000074"
"WI/61/01";"Steytelinckpark";"Steytelincklei";"achter ker";"2610";"WILRIJK";"1996-01-01T00:00:00";"";"Boven lokaal";"";"152425.16899999999";"206665.69500000001";"4.4034368460000337";"51.169998184000065"
"HO/66/01";"Constant Meunierplein";"Constantin Meunierplein";"";"2660";"HOBOKEN";"2005-01-28T00:00:00";"";"Lokaal";"";"148033.079";"206803.86199999999";"4.3406393880000564";"51.171242535000033"
"AN/02/12";"GBA";"VIIde-Olympiadelaan";"";"2020";"ANTWERPEN";"2005-07-04T00:00:00";"";"Lokaal";"";"150819.65599999999";"208153.31899999999";"4.3804854460000229";"51.183374527000069"
"AN/05/10";"Boeienweide";"Thonetlaan";"";"2050";"ANTWERPEN";"2000-04-01T00:00:00";"";"Lokaal";"";"151457.75700000001";"212483.63699999999";"4.3896299110000427";"51.222296060000076"
"BE/60/06";"Het Prieel";"Ter Nieuwerbrugge";"";"2600";"BERCHEM";"2011-08-22T00:00:00";"";"Lokaal";"";"155331.152";"208860.98300000001";"4.4450184480000416";"51.189710648000073"
"BZ/04/03";"Zandvlietse Dorpsstraat";"Zandvlietse Dorpstraat";"over 112";"2040";"BEZALI";"1998-05-01T00:00:00";"";"Lokaal";"";"146455.20999999999";"227462.15900000001";"4.3178816360000383";"51.356916923000028"
"AN/06/16";"Park spoor noord (naast de school)";"Bredastraat";"";"2060";"ANTWERPEN";"2008-01-01T00:00:00";"";"Boven lokaal";"";"153634.497";"213492.23499999999";"4.4207975320000514";"51.231351773000029"
"AN/06/15";"Park spoor noord (aan sorteerstraatje)";"Lange Dijkstraat";"";"2060";"ANTWERPEN";"2008-01-01T00:00:00";"";"Boven lokaal";"";"153615.61499999999";"213343.728";"4.4205256890000442";"51.23001706000008"
"AN/06/17";"Park spoor noord (naast de Cargo)";"Hardenvoort";"";"2060";"ANTWERPEN";"2008-01-01T00:00:00";"";"Boven lokaal";"";"153810.32999999999";"213491.26999999999";"4.4233148360000314";"51.231341937000082"
"AN/06/20";"Park spoor noord (op de heuvel)";"Demerstraat B";"";"2060";"ANTWERPEN";"2008-01-01T00:00:00";"";"Boven lokaal";"";"154254.61600000001";"213260.17199999999";"4.4296726840000247";"51.229261571000052"
"ME/17/10";"Distelhoek";"Distelhoek";"naast 4";"2170";"MERKSEM";"1996-01-01T00:00:00";"";"Lokaal";"";"154451.522";"215715.647";"4.4325223580000284";"51.251330662000044"
"BO/14/16";"Beukenplein";"Beukenstraat";"einde straat";"2140";"BORGERHOUT";"2009-10-19T00:00:00";"";"Lokaal";"";"155108.12";"211426.33100000001";"4.441865023000048";"51.212771231000033"
"DE/10/17";"Van Cortbeemdelei";"Van Cortbeemdelei";"";"2100";"DEURNE";"2010-05-17T00:00:00";"";"Lokaal";"";"155666.334";"213717.72200000001";"4.4498899060000667";"51.233361837000075"
"HO/66/12";"Salvador Alliende";"Salvador Allendestraat";"einde straat";"2660";"HOBOKEN";"2009-04-23T00:00:00";"";"Lokaal";"";"149219.734";"205997.26999999999";"4.3576077980000605";"51.163995053000065"
"AN/03/07";"Herman Vosstraat 2";"Herman Vosstraat";"rechts 5";"2030";"ANTWERPEN";"2010-11-02T00:00:00";"";"Lokaal";"";"153052.101";"217904.804";"4.4124979640000674";"51.27101667800008"
"AN/05/17";"Wandeldijk 2de vanaf boeienweide";"Thonetlaan";"";"2050";"ANTWERPEN";"2006-08-28T00:00:00";"";"Boven lokaal";"";"151673.98199999999";"212993.40400000001";"4.3927273780000746";"51.22687742100004"
"AN/06/04";"Schoolstraat";"Schoolstraat";"";"2060";"ANTWERPEN";"2004-06-28T00:00:00";"";"Lokaal";"";"154487.245";"212692.76500000001";"4.4329958000000715";"51.22415970600008"
"BE/60/07";"Corneel Jasperstraat";"Corneel Jaspersstraat";"achter 10";"2600";"BERCHEM";"1996-01-01T00:00:00";"";"Lokaal";"";"154767.59299999999";"209834.61300000001";"4.4369704910000678";"51.198467124000047"
"BE/60/16";"Florent Cootmansplein";"Florent Cootmansplein";"thv 19";"2600";"BERCHEM";"2001-05-01T00:00:00";"";"Lokaal";"";"154936.408";"209212.48800000001";"4.439377008000065";"51.19287372000008"
"BO/14/12";"L. Naeyaertplein";"Luitenant Naeyaertplein";"";"2140";"BORGERHOUT";"2004-10-14T00:00:00";"";"Lokaal";"";"155017.35500000001";"211072.943";"4.4405611260000342";"51.209595638000053"
"BZ/04/09";"Piep in 't riet";"Piep-in-'t-riet";"";"2040";"BEZALI";"2006-05-30T00:00:00";"";"Lokaal";"";"146692.11300000001";"226450.86499999999";"4.3212914480000677";"51.34782887800003"
"DE/10/07";"t Schijntje";"Ten Eekhovelei";"achter 69";"2100";"DEURNE";"1997-05-01T00:00:00";"";"Lokaal";"";"155755.06299999999";"212710.12700000001";"4.4511439940000628";"51.224304314000051"
"HO/66/05";"Sorghvlietpark";"Marneflaan";"";"2660";"HOBOKEN";"2009-11-30T00:00:00";"";"Lokaal";"";"148789.818";"206679.834";"4.3514596780000261";"51.170129663000068"
"ME/17/04";"Fort van Merksem";"Fortsteenweg";"over bunker";"2170";"MERKSEM";"2002-06-01T00:00:00";"";"Boven lokaal";"";"156238.52100000001";"217108.48999999999";"4.4581412520000754";"51.263833057000056"
"WI/61/16";"Vorstenhuislaan";"Vorstenhuislaan";"";"2610";"WILRIJK";"2007-05-01T00:00:00";"";"Lokaal";"";"151364.34099999999";"204697.571";"4.3882615790000727";"51.152311144000066"
"AN/03/10";"Rozemaai";"Renaat Veremansstraat";"1";"2030";"ANTWERPEN";"2011-03-01T00:00:00";"";"Lokaal";"";"153284.98421458001";"217761.22184670999";"4.4158335370000259";"51.269724814000028"
"AN/";"Konijnenwei";"Singel";"1";"2018";"ANTWERPEN";"2011-11-01T00:00:00";"";"Lokaal";"";"151436.47873073001";"210173.84461504";"4.3893156150000436";"51.201534712000068"
"WI/61/18";"De Bist";"Bist";"1";"2610";"WILRIJK";"2011-03-01T00:00:00";"";"Lokaal";"";"151753.67568555";"206698.22680562999";"4.3938362080000388";"51.17029313200004"
