"data_type";"title";"description";"street";"postal";"district";"long";"lat"
"speelterrein";"Joe Englishstraat";;"Joe Englishstraat tss 44 - 4";"2140";"borgerhout";"4.4472004350000702";"51.211070889000041"
"speelterrein";"Runcvoort";;"Runcvoort over 47";"2170";"merksem";"4.4385649370000237";"51.246605694000039"
"speelterrein";"Lindeboomplein";;"Lindeboomplein null";"2170";"merksem";"4.4465995980000343";"51.259811002000049"
"speelterrein";"Markiezenhof";;"Markiezenhof tss 1-3";"2170";"merksem";"4.4286953480000761";"51.248999514000047"
"speelterrein";"Taxandriastraat";;"Taxandriastraat over 44";"2170";"merksem";"4.4337871990000508";"51.239500521000082"
"speelterrein";"Leiebos";;"Lange Bremstraat achter 151";"2170";"merksem";"4.4569267880000325";"51.256488053000055"
"speelterrein";"De Bund";;"Bund hoek";"2180";"ekeren";"4.425777614000026";"51.286201799000025"
"speelterrein";"Vazallaan";;"Vazallaan achter 11";"2180";"ekeren";"4.4437463970000408";"51.273043725000036"
"speelterrein";"Willebeeklaan";;"Willebeeklaan achter 26";"2180";"ekeren";"4.4421666850000747";"51.27565041500003"
"speelterrein";"Hendrik Kanorastraat";;"Hendrik Kanorastraat null";"2180";"ekeren";"4.4338247680000222";"51.287948897000035"
"speelterrein";"Van de Weyngaertplein";;"Van De Weyngaertplein over 28";"2180";"ekeren";"4.4381148850000613";"51.293620571000076"
"speelterrein";"Schelpstraat";;"Schelpstraat links nr 2";"2600";"berchem";"4.4310312130000398";"51.201294691000044"
"speelterrein";"Hof van Nauwelaerts";;"Lodewijk Van Berckenlaan over 131";"2600";"berchem";"4.4439488750000464";"51.197628162000058"
"speelterrein";"Arenaweide";;"Arenaplein 56";"2100";"deurne";"4.4596591920000606";"51.206185588000039"
"speelterrein";"Harold Rocherstraat";;"Harold Rosherstraat null";"2660";"hoboken";"4.3461481930000332";"51.182506437000029"
"speelterrein";"Krokusstraat";;"Krokusstraat achter 2 t";"2170";"merksem";"4.4377122250000411";"51.248592071000076"
"speelterrein";"Rode Loop";;"Rodeloopstraat 2";"2170";"merksem";"4.4417882180000561";"51.25021253500006"
"speelterrein";"Winterling";;"Winterling 46 t/m 66";"2170";"merksem";"4.4292627620000644";"51.240850268000031"
"speelterrein";"Apolloplein";;"Apollostraat over 53";"2600";"berchem";"4.4459429530000421";"51.198341987000049"
"speelterrein";"Pierebeekstraat";;"Pierebeekstraat over 16";"2610";"wilrijk";"4.3918445660000316";"51.180326785000034"
"speelterrein";"Frans Nagelsplein";;"Frans Nagelsplein over 2";"2610";"wilrijk";"4.3916648480000617";"51.173927613000046"
"speelterrein";"Edenplein";;"Edenplein over 17";"2610";"wilrijk";"4.3895290460000638";"51.153156537000029"
"speelterrein";"Egied Segerslaan";;"Egied Segerslaan rechts van";"2610";"wilrijk";"4.3758869140000343";"51.176595167000073"
"speelterrein";"Rooiboslaan";;"Rooiboslaan over snijp";"2610";"wilrijk";"4.382241782000051";"51.176203254000029"
"speelterrein";"Planetariumlaan";;"Planetariumlaan over 149";"2610";"wilrijk";"4.3902364960000568";"51.155264443000078"
"speelterrein";"Sint Camillusstraat";;"Sint-Camillusstraat over 71 -";"2610";"wilrijk";"4.3978182720000518";"51.171103540000047"
"speelterrein";"Rendierstraat";;"Rendierstraat naast 21";"2610";"wilrijk";"4.4215611710000644";"51.175030985000035"
"speelterrein";"Boeksveldstraat";;"Boeksveldstraat over 32 /";"2610";"wilrijk";"4.3892163800000503";"51.164662098000065"
"speelterrein";"Bernard de Pooterstraat";;"Bernard De Pooterstraat 18";"2610";"wilrijk";"4.3807574630000659";"51.168489811000029"
"speelterrein";"Cooperatielaan";;"CoÃ¶peratielaan over 13";"2660";"hoboken";"4.368831913000065";"51.176235242000075"
"speelterrein";"Lombardenvest";;"Lombardenvest null";"2000";"antwerpen";"4.4039179630000262";"51.217483446000074"
"speelterrein";"C. Huysmanslaan";;"Camille Huysmanslaan null";"2020";"antwerpen";"4.3878358700000604";"51.190040181000029"
"speelterrein";"Lode Sebregtsparkje";;"Bogaardestraat null";"2000";"antwerpen";"4.3991152750000424";"51.214703705000034"
"speelterrein";"Akkerwindestraat";;"Akkerwindestraat 1";"2050";"antwerpen";"4.3813025730000277";"51.216269030000035"
"speelterrein";"Columbiastraat";;"Columbiastraat rechts 112";"2030";"antwerpen";"4.4238473300000578";"51.251792636000062"
"speelterrein";"Leeuwerikpark";;"Coremansstraat over 20";"2600";"berchem";"4.4194820750000758";"51.189492007000069"
"speelterrein";"Brilschanspark H.Prostlaan";;"Henri Prostlaan over 7";"2600";"berchem";"4.4304454910000572";"51.188961420000055"
"speelterrein";"Park spoor noord (grote zandspeelplaats)";;"Viaduct Dam null";"2060";"antwerpen";"4.4240115600000536";"51.231210161000035"
"speelterrein";"Park spoor noord (aan de Wadi)";;"Demerstraat A null";"2060";"antwerpen";"4.4284913380000717";"51.229403241000057"
"speelterrein";"Park spoor noord (aan de pingpongtafels)";;"Tulpstraat null";"2060";"antwerpen";"4.4305288430000473";"51.228170298000066"
"speelterrein";"Monnikenplein";;"Monnikenplein over 6";"2610";"wilrijk";"4.4302868920000265";"51.175199985000063"
"speelterrein";"M. van Goethemplein";;"Monseigneur Van Goethemplein 10";"2140";"borgerhout";"4.4514228860000458";"51.208764759000076"
"speelterrein";"Eikblokstraat";;"Eikblokstraat over 96";"2100";"deurne";"4.4626337990000593";"51.223849963000077"
"speelterrein";"Langbaanvelden";;"Langbaanvelden null";"2100";"deurne";"4.4706731820000414";"51.192906441000048"
"speelterrein";"Bremweide";;"Ter Heydelaan null";"2100";"deurne";"4.4724253940000267";"51.230558248000079"
"speelterrein";"Jonker van der Nootplein";;"Jonker van der Nootstraat over 17";"2050";"antwerpen";"4.3829349800000728";"51.218021586000077"
"speelterrein";"De Veldekens";;"Hoogveld 8";"2600";"berchem";"4.4350913850000211";"51.189474847000042"
"speelterrein";"Kruishofstraat";;"Kruishofstraat over 60";"2020";"antwerpen";"4.3948813420000761";"51.185812511000051"
"speelterrein";"L. de Landrelaan";;"Lenaart de Landrelaan einde straat";"2660";"hoboken";"4.3429342140000244";"51.175893913000039"
"speelterrein";"Vincent van Goghplein";;"Vincent Van Goghplein 2";"2060";"antwerpen";"4.4295206410000674";"51.221822693000036"
"speelterrein";"Hagelkruispark";;"Groot Hagelkruis achter 41";"2180";"ekeren";"4.4144335280000746";"51.27796571500005"
"speelterrein";"Louis Mastplein";;"Louis Mastplein rechts 54";"2660";"hoboken";"4.3686027410000747";"51.182490613000027"
"speelterrein";"Gemeentepark";;"Speelpleinstraat over 366";"2170";"merksem";"4.4448945550000758";"51.248367726000026"
"speelterrein";"Frans Halsplein";;"Sint-Jacobsmarkt over 13";"2000";"antwerpen";"4.4123059860000353";"51.22121911000005"
"speelterrein";"Harmonie";;"Harmoniestraat null";"2018";"antwerpen";"4.411278641000024";"51.201502829000049"
"speelterrein";"Fransenplaats";;"Fransenplaats 8";"2018";"antwerpen";"4.3981646750000323";"51.200598524000043"
"speelterrein";"Lange Elzenstraat";;"Lange Elzenstraat over 62";"2018";"antwerpen";"4.3937496220000298";"51.202164534000076"
"speelterrein";"Vinkenstraat";;"Vinkenstraat null";"2018";"antwerpen";"4.4046871270000452";"51.204529040000068"
"speelterrein";"Lodewijk de Raetstraat";;"Lodewijk De Raetstraat over 4-6";"2020";"antwerpen";"4.3721186150000335";"51.192150493000042"
"speelterrein";"Volhardingsstraat -Silvertop";;"Volhardingstraat 128";"2020";"antwerpen";"4.3901542270000391";"51.194731818000037"
"speelterrein";"Alfons De Cockplein";;"Alfons De Cockstraat over 47";"2020";"antwerpen";"4.3742082620000247";"51.189217893000034"
"speelterrein";"Den Tir";;"Valerius De Saedeleerstraat null";"2020";"antwerpen";"4.3763053720000471";"51.190982999000028"
"speelterrein";"Kielpark 2";;"Boomsesteenweg over nr 97";"2020";"antwerpen";"4.3861072050000303";"51.191785836000065"
"speelterrein";"Jan de Voslei";;"Jan De Voslei null";"2020";"antwerpen";"4.3871239970000602";"51.190956734000054"
"speelterrein";"Maria Regina";;"Jan De Voslei null";"2020";"antwerpen";"4.3885033420000354";"51.188448406000077"
"speelterrein";"Jan Ligthartplein";;"Jan Ligthartplein null";"2020";"antwerpen";"4.3891618620000372";"51.187605605000044"
"speelterrein";"Herman Vosstraat rechts vooraan";;"Herman Vosstraat over 1";"2030";"antwerpen";"4.4110226630000398";"51.27150288200005"
"speelterrein";"Dragondersstraat";;"Dragondersstraat over 1";"2030";"antwerpen";"4.4080435420000299";"51.278565073000038"
"speelterrein";"Philadelphiastraat";;"Philadelphiastraat achter 68";"2030";"antwerpen";"4.4253114980000419";"51.258755983000071"
"speelterrein";"Emiel Verhaerenlaan";;"Emile Verhaerenlaan null";"2050";"antwerpen";"4.3797947610000278";"51.224183734000064"
"speelterrein";"Beatrijslaan";;"Beatrijslaan null";"2050";"antwerpen";"4.3884563860000299";"51.219879195000033"
"speelterrein";"Tijl Uilenspiegellaan";;"Tijl Uilenspiegellaan achter 63";"2050";"antwerpen";"4.3812435790000563";"51.229547029000059"
"speelterrein";"Julius Vuylstekelaan";;"Julius Vuylstekelaan achter 6-1";"2050";"antwerpen";"4.3802233640000736";"51.228230023000037"
"speelterrein";"Bouvaertlaan";;"Bouvaertlaan achter 20";"2050";"antwerpen";"4.3849660880000556";"51.231655881000052"
"speelterrein";"Internationale zeevaartschool";;"Beatrijslaan null";"2050";"antwerpen";"4.362705960000028";"51.207208282000067"
"speelterrein";"Wandeldijk 1ste vanaf Boeienweide";;"Thonetlaan null";"2050";"antwerpen";"4.3901946580000413";"51.223851196000055"
"speelterrein";"Wandeldijk 3 de vanaf boeienweide";;"Thonetlaan null";"2050";"antwerpen";"4.3919652590000737";"51.232961977000059"
"speelterrein";"Jos Verhelstplein";;"Pompoenstraat over 4";"2060";"antwerpen";"4.4330697900000473";"51.227547279000078"
"speelterrein";"Willy Vandersteenplein";;"Willy Vandersteenplein null";"2060";"antwerpen";"4.4295291520000433";"51.224367096000037"
"speelterrein";"Geelhandplaats";;"Geelhandplaats null";"2060";"antwerpen";"4.4301864950000436";"51.222876456000051"
"speelterrein";"Noordschippersdok";;"Noordschippersdok null";"2060";"antwerpen";"4.4309174730000223";"51.233360538000056"
"speelterrein";"Duinplak";;"Duinstraat null";"2060";"antwerpen";"4.4274617750000402";"51.222123267000029"
"speelterrein";"Zusters der armenplein";;"Rotterdamstraat null";"2060";"antwerpen";"4.4209216270000411";"51.22323497900004"
"speelterrein";"Sint Jansplein";;"Sint-Jansplein null";"2060";"antwerpen";"4.4176330730000473";"51.225874403000034"
"speelterrein";"Strijdhoflaan";;"Strijdhoflaan tss 77 - 5";"2600";"berchem";"4.4265485080000531";"51.184820328000058"
"speelterrein";"Maloustraat";;"Maloustraat over nr 2";"2600";"berchem";"4.4245217500000535";"51.198646637000081"
"speelterrein";"Villegaspark";;"Uitbreidingstraat over nrs 2";"2600";"berchem";"4.4249820150000687";"51.194501320000029"
"speelterrein";"Het Rooi";;"Berchemboslaan hoek";"2600";"berchem";"4.4381426960000567";"51.184996096000077"
"speelterrein";"Wasstraat";;"Wasstraat recht van";"2600";"berchem";"4.4196402860000603";"51.197768291000045"
"speelterrein";"Rodekruislaan";;"Rodekruislaan over 5";"2600";"berchem";"4.4396200270000463";"51.202575300000035"
"speelterrein";"Potvlietlaan";;"Potvlietlaan over 34";"2600";"berchem";"4.4431182440000612";"51.204200366000066"
"speelterrein";"Frans van Hombeeckplein";;"Frans Van Hombeeckplein null";"2600";"berchem";"4.4172194280000667";"51.194959786000027"
"speelterrein";"Brilschanspark M.A.straat";;"Marcel Auburtinlaan over 63";"2600";"berchem";"4.4302260180000417";"51.190939188000073"
"speelterrein";"Terloplein";;"Terlostraat null";"2140";"borgerhout";"4.4442795060000435";"51.219118198000047"
"speelterrein";"Koxplein";;"Koxplein over 11";"2140";"borgerhout";"4.4341080650000322";"51.211439952000035"
"speelterrein";"Luisbekelaar";;"Luisbekelaar null";"2140";"borgerhout";"4.445061762000023";"51.205986470000028"
"speelterrein";"Bloemstraat";;"Bloemstraat over 65";"2140";"borgerhout";"4.4285860310000658";"51.212995381000042"
"speelterrein";"Kommershoek";;"Antwerpsebaan over 270";"2040";"bezali";"4.3217147820000719";"51.351682919000041"
"speelterrein";"Fort Lillo";;"Vestingstraat achter 7";"2040";"bezali";"4.2887839560000316";"51.304632020000042"
"speelterrein";"Vossestaartstraat";;"Vossestaartstraat null";"2040";"bezali";"4.3194367560000728";"51.343695245000049"
"speelterrein";"Tweegezusterslaan";;"Tweegezusterslaan tss 41 - 4";"2100";"deurne";"4.4739474860000428";"51.227135461000046"
"speelterrein";"Bisschoppenhof";;"Suzanne Spanhovenstraat null";"2100";"deurne";"4.4606865290000428";"51.231421771000043"
"speelterrein";"Boekenbergpark";;"Van Baurscheitlaan null";"2100";"deurne";"4.4624834050000572";"51.198030171000028"
"speelterrein";"Bisthovenplein";;"De Bisthovenlei over 110";"2100";"deurne";"4.4563498680000748";"51.227173546000074"
"speelterrein";"Den Tip";;"Van den Hautelei 79";"2100";"deurne";"4.468190924000055";"51.204216859000041"
"speelterrein";"Koraalplaats";;"Koraalplaats null";"2100";"deurne";"4.45893144300004";"51.219581776000041"
"speelterrein";"Leugenberg";;"Leugenberg achter 143";"2180";"ekeren";"4.4099315240000578";"51.298526392000042"
"speelterrein";"Hof De Bist";;"Veltwijcklaan null";"2180";"ekeren";"4.4426653880000231";"51.282902024000066"
"speelterrein";"Schoutlaan";;"Schoutlaan achter 22";"2180";"ekeren";"4.4493282450000606";"51.279020092000053"
"speelterrein";"Weegbreelaan";;"Weegbreelaan null";"2180";"ekeren";"4.4399150820000273";"51.279347743000073"
"speelterrein";"Paul Vekemanslaan";;"Paul Vekemanslaan rechts 11";"2660";"hoboken";"4.3596530420000477";"51.174784805000058"
"speelterrein";"Majoor Maelfaitplein";;"Majoor Maelfaitplein null";"2660";"hoboken";"4.3679815360000589";"51.171577575000072"
"speelterrein";"Kwadeveldenplein";;"Kwadeveldenplein van 16 t/m";"2170";"merksem";"4.4421903720000273";"51.258767913000042"
"speelterrein";"Kastanjeboomplein";;"Kastanjeboomplein null";"2170";"merksem";"4.4459777880000502";"51.257706517000031"
"speelterrein";"Hof ter Heyde";;"Van Praetlei null";"2170";"merksem";"4.4630427700000723";"51.251867257000072"
"speelterrein";"Kortestraat";;"Kortestraat over 24 -";"2610";"wilrijk";"4.403016879000063";"51.171367801000031"
"speelterrein";"Sterrenlaan";;"Sterrenlaan null";"2610";"wilrijk";"4.4303836070000671";"51.171545965000064"
"speelterrein";"Dageraadplaats";;"Dageraadplaats null";"2018";"antwerpen";"4.4302597500000616";"51.207471037000062"
"speelterrein";"Kielpark kant Sint Bernardsesteenweg";;"Sint-Bernardsesteenweg over 8";"2020";"antwerpen";"4.3809411580000415";"51.191598615000032"
"speelterrein";"Thomas Greshamstraat";;"Thomas Greshamstraat over 9";"2030";"antwerpen";"4.406715570000074";"51.272610064000048"
"speelterrein";"Alfred Nobellaan";;"Alfred Nobellaan rechts 27";"2660";"hoboken";"4.3634686270000316";"51.177475854000079"
"speelterrein";"Stadspark";;"Quinten Matsijslei null";"2018";"antwerpen";"4.4152594650000765";"51.213533472000051"
"speelterrein";"Nachtegalenpark";;"FloraliÃ«nlaan null";"2020";"antwerpen";"4.4112138230000255";"51.185552176000044"
"speelterrein";"Distelhoek";;"Distelhoek naast 4";"2170";"merksem";"4.4325223580000284";"51.251330662000044"
"speelterrein";"Wijngaardberg";;"Wijngaardberg over 61";"2170";"merksem";"4.433655381000051";"51.245714080000027"
"speelterrein";"Borrewaterstraat";;"Borrewaterstraat null";"2170";"merksem";"4.4459374250000678";"51.239345308000054"
"speelterrein";"Veltwijckpark";;"Veltwijcklaan null";"2180";"ekeren";"4.4235867110000413";"51.27726711400004"
"speelterrein";"Langemarkstraat";;"Langemarkstraat over 5";"2600";"berchem";"4.4434901740000328";"51.194386777000034"
"speelterrein";"Romestraat";;"Romestraat achter 108";"2660";"hoboken";"4.3505614090000222";"51.161013635000074"
"speelterrein";"Steytelinckpark";;"Steytelincklei achter ker";"2610";"wilrijk";"4.4034368460000337";"51.169998184000065"
"speelterrein";"Constant Meunierplein";;"Constantin Meunierplein null";"2660";"hoboken";"4.3406393880000564";"51.171242535000033"
"speelterrein";"GBA";;"VIIde-Olympiadelaan null";"2020";"antwerpen";"4.3804854460000229";"51.183374527000069"
"speelterrein";"Boeienweide";;"Thonetlaan null";"2050";"antwerpen";"4.3896299110000427";"51.222296060000076"
"speelterrein";"Het Prieel";;"Ter Nieuwerbrugge null";"2600";"berchem";"4.4450184480000416";"51.189710648000073"
"speelterrein";"Zandvlietse Dorpsstraat";;"Zandvlietse Dorpstraat over 112";"2040";"bezali";"4.3178816360000383";"51.356916923000028"
"speelterrein";"Park spoor noord (naast de school)";;"Bredastraat null";"2060";"antwerpen";"4.4207975320000514";"51.231351773000029"
"speelterrein";"Park spoor noord (aan sorteerstraatje)";;"Lange Dijkstraat null";"2060";"antwerpen";"4.4205256890000442";"51.23001706000008"
"speelterrein";"Park spoor noord (naast de Cargo)";;"Hardenvoort null";"2060";"antwerpen";"4.4233148360000314";"51.231341937000082"
"speelterrein";"Park spoor noord (op de heuvel)";;"Demerstraat B null";"2060";"antwerpen";"4.4296726840000247";"51.229261571000052"
"speelterrein";"Distelhoek";;"Distelhoek naast 4";"2170";"merksem";"4.4325223580000284";"51.251330662000044"
"speelterrein";"Beukenplein";;"Beukenstraat einde straat";"2140";"borgerhout";"4.441865023000048";"51.212771231000033"
"speelterrein";"Van Cortbeemdelei";;"Van Cortbeemdelei null";"2100";"deurne";"4.4498899060000667";"51.233361837000075"
"speelterrein";"Salvador Alliende";;"Salvador Allendestraat einde straat";"2660";"hoboken";"4.3576077980000605";"51.163995053000065"
"speelterrein";"Herman Vosstraat 2";;"Herman Vosstraat rechts 5";"2030";"antwerpen";"4.4124979640000674";"51.27101667800008"
"speelterrein";"Wandeldijk 2de vanaf boeienweide";;"Thonetlaan null";"2050";"antwerpen";"4.3927273780000746";"51.22687742100004"
"speelterrein";"Schoolstraat";;"Schoolstraat null";"2060";"antwerpen";"4.4329958000000715";"51.22415970600008"
"speelterrein";"Corneel Jasperstraat";;"Corneel Jaspersstraat achter 10";"2600";"berchem";"4.4369704910000678";"51.198467124000047"
"speelterrein";"Florent Cootmansplein";;"Florent Cootmansplein thv 19";"2600";"berchem";"4.439377008000065";"51.19287372000008"
"speelterrein";"L. Naeyaertplein";;"Luitenant Naeyaertplein null";"2140";"borgerhout";"4.4405611260000342";"51.209595638000053"
"speelterrein";"Piep in 't riet";;"Piep-in-'t-riet null";"2040";"bezali";"4.3212914480000677";"51.34782887800003"
"speelterrein";"t Schijntje";;"Ten Eekhovelei achter 69";"2100";"deurne";"4.4511439940000628";"51.224304314000051"
"speelterrein";"Sorghvlietpark";;"Marneflaan null";"2660";"hoboken";"4.3514596780000261";"51.170129663000068"
"speelterrein";"Fort van Merksem";;"Fortsteenweg over bunker";"2170";"merksem";"4.4581412520000754";"51.263833057000056"
"speelterrein";"Vorstenhuislaan";;"Vorstenhuislaan null";"2610";"wilrijk";"4.3882615790000727";"51.152311144000066"
"speelterrein";"Rozemaai";;"Renaat Veremansstraat 1";"2030";"antwerpen";"4.4158335370000259";"51.269724814000028"
"speelterrein";"Konijnenwei";;"Singel 1";"2018";"antwerpen";"4.3893156150000436";"51.201534712000068"
"speelterrein";"De Bist";;"Bist 1";"2610";"wilrijk";"4.3938362080000388";"51.17029313200004"
