"title";"description";"address";"gisx";"gisy";"image";"link"
"Cr&#232;chendo (IKG)";"";"Ten Eekhovelei 289-291, 2100 Deurne";"4.4468677";"51.2284234";"http://www.antwerpen.be/pics/Stad/Bedrijven/Lerende_stad/LS_Staf/kinderopvang/foto_kdv_crechendo.jpg";"http://www.antwerpen.be/smartsite.dws?ch=ABE&id=8039706"
"Bublebub";"";"Karel Van Overmeirelaan 46, 2100 Deurne";"4.4827947";"51.2292378";"";"http://www.antwerpen.be/smartsite.dws?ch=ABE&id=8039690"
"De Bezige Bijtjes (IKG)";"";"Venneborglaan 81, 2100 Deurne";"4.4728457";"51.2225233";"http://www.antwerpen.be/pics/Stad/Bedrijven/Lerende_stad/LS_Staf/kinderopvang/DSC_4337.jpg";"http://www.antwerpen.be/smartsite.dws?ch=ABE&id=8039694"
"Dikkertje Dap";"";"Ter Rivierenlaan 80, 2100 Deurne";"4.4691697";"51.2233396";"";"http://www.antwerpen.be/smartsite.dws?ch=ABE&id=8039696"
"De Hummeltjes";"";"Diepestraat 37, 2060 Antwerpen";"4.4233086";"51.2241831";"";"http://www.antwerpen.be/smartsite.dws?ch=ABE&id=8039677"
"Rainbows vzw (IKG)";"";"Pothoekstraat 37, 2060 Antwerpen";"4.4365937";"51.2211740";"";"http://www.antwerpen.be/smartsite.dws?ch=ABE&id=8039680"
"Yasmijntje (IKG)";"";"Pothoekstraat 140, 2060 Antwerpen";"4.4366924";"51.2252214";"";"http://www.antwerpen.be/smartsite.dws?ch=ABE&id=8039682"
"De Tuimelaar";"";"Paleisstraat 8, 2018 Antwerpen";"4.4028666";"51.2078908";"";"http://www.antwerpen.be/smartsite.dws?ch=ABE&id=8039660"
"Little World";"";"Mechelsesteenweg 190, 2018 Antwerpen";"4.4109640";"51.2040150";"";"http://www.antwerpen.be/smartsite.dws?ch=ABE&id=8039665"
"Het Mierennestje";"";"Dublinstraat 11, 2030 Antwerpen";"4.4248929";"51.2579736";"";"http://www.antwerpen.be/smartsite.dws?ch=ABE&id=8039672"
"\'t Woefke";"";"Amerikalei 116, 2000 Antwerpen";"4.3951370";"51.2068137";"";"http://www.antwerpen.be/smartsite.dws?ch=ABE&id=8039650"
"Villa Kakelbont";"";"Pacificatiestraat 71, 2000 Antwerpen";"4.3912077";"51.2060991";"";"http://www.antwerpen.be/smartsite.dws?ch=ABE&id=8039652"
"Fli & Flo (IKG)";"";"Lokkaardstraat 8, 2018 Antwerpen";"4.4061212";"51.1976340";"";"http://www.antwerpen.be/smartsite.dws?ch=ABE&id=8039657"
"Alles Kidzz";"";"Sterstraat 32, 2018 Antwerpen";"4.4138867";"51.2033964";"";"http://www.antwerpen.be/smartsite.dws?ch=ABE&id=6009706"
"Mijn Droom";"";"Kortrijkstraat 11, 2140 Borgerhout";"4.4391310";"51.2201076";"";"http://www.antwerpen.be/smartsite.dws?ch=ABE&id=8039643"
"De Duizendpoot";"";"Scheldestraat 90, 2000 Antwerpen";"4.3966291";"51.2107426";"http://www.antwerpen.be/pics/Stad/Bedrijven/Lerende_stad/LS_Staf/kinderopvang/DSC_4132.jpg";"http://www.antwerpen.be/smartsite.dws?ch=ABE&id=8039648"
"Het Toverhuis";"";"Turckstraat 12, 2060 Antwerpen";"4.4383620";"51.2224105";"";"http://www.antwerpen.be/smartsite.dws?ch=ABE&id=8237478"
"Aps Maria";"";"Heistraat 109, 2610 Wilrijk";"4.3938396";"51.1742538";"";"http://www.antwerpen.be/smartsite.dws?ch=ABE&id=8204970"
"Onthaalmama Wenke";"";"Edelgesteentenstraat 3, 2600 Berchem";"4.4393956";"51.1947528";"";"http://www.antwerpen.be/smartsite.dws?ch=ABE&id=8216205"
"Kiekeboe";"";"Welvaartstraat 18, 2000 Antwerpen";"4.3993991";"51.2104217";"";"http://www.antwerpen.be/smartsite.dws?ch=ABE&id=8217005"
"Filouke";"";"Ten Eekhovelei 321, 2100 Deurne";"4.4460989";"51.2288691";"http://www.antwerpen.be/pics/Stad/Bedrijven/Lerende_stad/LS_Staf/kinderopvang/foto_zoo_Filouke_2.JPG";"http://www.antwerpen.be/smartsite.dws?ch=ABE&id=8167977"
"Dol-fijn";"";"Sint-Rochusstraat 93, 2100 Deurne";"4.4639790";"51.2042190";"";"http://www.antwerpen.be/smartsite.dws?ch=ABE&id=8177666"
"The Kids Venue";"";"Marialei 12, 2018 Antwerpen";"4.4202113";"51.2020322";"";"http://www.antwerpen.be/smartsite.dws?ch=ABE&id=8178814"
"Prinsjes en Prinsesjes";"";"Diksmuidelaan 45, 2600 Berchem";"4.4397039";"51.1995379";"";"http://www.antwerpen.be/smartsite.dws?ch=ABE&id=8128619"
"Het Blokkenhuis";"";"Moeshofstraat 164, 2170 Merksem";"4.4458033";"51.2554440";"";"http://www.antwerpen.be/smartsite.dws?ch=ABE&id=8144182"
"De Speeltoren";"";"Amerikalei 89, 2000 Antwerpen";"4.3973637";"51.2071076";"";"http://www.antwerpen.be/smartsite.dws?ch=ABE&id=8156207"
"El Pati";"";"Kluizeveldenstraat 68, 2170 Merksem";"4.4367120";"51.2436512";"";"http://www.antwerpen.be/smartsite.dws?ch=ABE&id=8116997"
"Pippeloentje";"";"Schriek 207, 2180 Ekeren";"4.4348028";"51.2900349";"";"http://www.antwerpen.be/smartsite.dws?ch=ABE&id=8120121"
"Onthaalmoeder Anita";"";"Jos Claessensstraat 53, 2180 Ekeren";"4.4552462";"51.2757638";"";"http://www.antwerpen.be/smartsite.dws?ch=ABE&id=8120122"
"Tortelduifjes";"";"Caronstraat 8, 2660 Hoboken";"4.3681712";"51.1808448";"";"http://www.antwerpen.be/smartsite.dws?ch=ABE&id=8102590"
"Caroline";"";"Roederdelft 53, 2170 Merksem";"4.4302099";"51.2403303";"";"http://www.antwerpen.be/smartsite.dws?ch=ABE&id=8105767"
"Oeleke Boeleke";"";"Lange Koepoortstraat 16, 2000 Antwerpen";"4.4025833";"51.2231735";"";"http://www.antwerpen.be/smartsite.dws?ch=ABE&id=8115302"
"Verbanck Jenny";"";"Edegemsesteenweg 71, 2610 Wilrijk";"4.4092882";"51.1662887";"";"http://www.antwerpen.be/smartsite.dws?ch=ABE&id=8040623"
"Mutoto";"";"Meerlenlaan 26, 2610 Wilrijk";"4.4200662";"51.1715313";"";"http://www.antwerpen.be/smartsite.dws?ch=ABE&id=8040626"
"Trier Mathilde";"";"Heistraat 234, 2610 Wilrijk";"4.3927525";"51.1774811";"";"http://www.antwerpen.be/smartsite.dws?ch=ABE&id=8040628"
"Tuerlinckx Germaine";"";"Willem Van Laarstraat 22, 2600 Berchem";"4.4210565";"51.1956855";"";"http://www.antwerpen.be/smartsite.dws?ch=ABE&id=8040616"
"NanoeNanoe";"";"Passendalestraat 25, 2600 Berchem";"4.4459767";"51.1953183";"";"http://www.antwerpen.be/smartsite.dws?ch=ABE&id=8040618"
"Dierickx Viviane";"";"Pater De Dekenstraat 54, 2610 Wilrijk";"4.3917981";"51.1683511";"";"http://www.antwerpen.be/smartsite.dws?ch=ABE&id=8040620"
"Van Gompel Geertje";"";"Akker 48, 2180 Ekeren";"4.4114465";"51.2774215";"";"http://www.antwerpen.be/smartsite.dws?ch=ABE&id=8040597"
"Van Loon Hilda";"";"Leugenberg 165, 2180 Ekeren";"4.4112688";"51.2986373";"";"http://www.antwerpen.be/smartsite.dws?ch=ABE&id=8040600"
"Reeda Mate Ricarte Maria";"";"Thaliastraat 78, 2600 Berchem";"4.4455321";"51.1998144";"";"http://www.antwerpen.be/smartsite.dws?ch=ABE&id=8040615"
"Verdonck Carina - Snuffelfantje";"";"Ren&#233; Carelsstraat 42, 2140 Borgerhout";"4.4553430";"51.2126801";"";"http://www.antwerpen.be/smartsite.dws?ch=ABE&id=8040589"
"D\'Hanis Rita";"";"Frans Adriaenssensstraat 87, 2170 Merksem";"4.4420625";"51.2541463";"";"http://www.antwerpen.be/smartsite.dws?ch=ABE&id=8040591"
"Het Deugeboontje";"";"Laarsebaan 297, 2170 Merksem";"4.4382457";"51.2583471";"";"http://www.antwerpen.be/smartsite.dws?ch=ABE&id=8040595"
"Hertoghs Elise";"";"Van den Hautelei 15, 2100 Deurne";"4.4677531";"51.2058432";"";"http://www.antwerpen.be/smartsite.dws?ch=ABE&id=8040582"
"Callens Rita";"";"Generaal Eisenhowerlei 59, 2140 Borgerhout";"4.4368143";"51.2175384";"";"http://www.antwerpen.be/smartsite.dws?ch=ABE&id=8040586"
"Hendrickx Gerarda";"";"Weerstandlaan 25, 2140 Borgerhout";"4.4550276";"51.2156888";"";"http://www.antwerpen.be/smartsite.dws?ch=ABE&id=8040587"
"Nanneke";"";"Alfons Schneiderlaan 174, 2100 Deurne";"4.4726493";"51.2261310";"";"http://www.antwerpen.be/smartsite.dws?ch=ABE&id=8040190"
"Steurs Charlotta";"";"Confortalei 107, 2100 Deurne";"4.4572590";"51.2279803";"";"http://www.antwerpen.be/smartsite.dws?ch=ABE&id=8040191"
"Van Droogenbroeck Diana";"";"Thibautstraat 39, 2100 Deurne";"4.4556643";"51.2055484";"";"http://www.antwerpen.be/smartsite.dws?ch=ABE&id=8040577"
"Happibabbi";"";"Lange van Ruusbroecstraat 89, 2018 Antwerpen";"4.4292110";"51.2087222";"";"http://www.antwerpen.be/smartsite.dws?ch=ABE&id=8040176"
"De Wilde Nancy";"";"Ruggeveldlaan 74813, 2100 Deurne";"4.4792001";"51.2289456";"";"http://www.antwerpen.be/smartsite.dws?ch=ABE&id=8040184"
"Duerinck Myriam";"";"Borsbeeksesteenweg 87, 2100 Deurne";"4.4715487";"51.1946078";"";"http://www.antwerpen.be/smartsite.dws?ch=ABE&id=8040186"
"Bosmans Maria";"";"Pieter Van Isackerlaan 24, 2100 Deurne";"4.4580824";"51.2113846";"";"http://www.antwerpen.be/smartsite.dws?ch=ABE&id=6009886"
"Tikkeneike";"";"Schoonbroek 33, 2030 Antwerpen";"4.4118732";"51.2826950";"";"http://www.antwerpen.be/smartsite.dws?ch=ABE&id=8039867"
"Bio 117";"";"Lange Van Ruusbroecstraat 117, 2018 Antwerpen";"4.4308191";"51.2089410";"";"http://www.antwerpen.be/smartsite.dws?ch=ABE&id=8040175"
