"id";"district";"wijk";"polygon";"fid";"shape_length";"shape_area"
"42";"WILRIJK";"CENTRUM";"4.40390184000006:51.15648449400004|4.4036500060000208:51.156451817000061|4.4034947750000697:51.156429671000069|4.4020944540000642:51.156433461000063|4.4014958140000431:51.15629866200004|4.4014723690000324:51.156293051000034|4.4012509970000337:51.156241996000062|4.4008821560000229:51.157004309000058|4.4005485650000651:51.157744274000038|4.4001612130000467:51.15860209300007|4.4026085170000329:51.159030174000065|4.4013801500000227:51.161552817000029|4.4010464250000609:51.162141531000032|4.3998435310000445:51.162982724000074|4.399241815000039:51.163041735000036|4.3990547770000603:51.163260316000049|4.3982121690000326:51.163159696000037|4.3982921920000422:51.162915859000066|4.3954972660000635:51.162664317000065|4.3892793180000353:51.162446954000075|4.3885303810000664:51.162472366000031|4.3873537310000756:51.162548272000038|4.3874074320000318:51.162766803000068|4.3869794650000244:51.16279215000003|4.3869525700000622:51.162573480000049|4.3864312470000755:51.162615695000056|4.384759645000031:51.162784074000058|4.3848884710000675:51.16323095000007|4.3852318080000714:51.164468520000071|4.3854080850000514:51.165120724000076|4.3860800870000389:51.167583079000053|4.3861000030000241:51.16765680900005|4.386469590000047:51.169015985000044|4.3868336040000599:51.170333597000081|4.3872359110000616:51.171809346000032|4.3872381460000724:51.171817768000039|4.3873406380000688:51.172193868000079|4.3875695300000643:51.173000553000065|4.3880159090000461:51.172979407000071|4.3899276470000359:51.172919654000054|4.3921687030000385:51.172884933000034|4.394034988000044:51.17304716700005|4.395607865000045:51.173094560000038|4.3984756840000614:51.173176842000032|4.4012670850000291:51.173217792000059|4.4051440960000718:51.173019006000061|4.4065064320000715:51.172958169000026|4.4083926440000596:51.172857821000036|4.4111790790000214:51.172859906000042|4.4141919270000471:51.172942041000056|4.4155081820000532:51.172842216000049|4.4156951920000438:51.172634279000079|4.4159812750000356:51.172316470000055|4.4162062140000558:51.172066244000064|4.4163804930000765:51.171872495000059|4.416251275000036:51.17178575500003|4.4159923820000699:51.171611987000063|4.4155773970000496:51.171284361000062|4.4153161860000409:51.171019862000037|4.4151095240000586:51.170782872000075|4.4148582510000551:51.170401938000055|4.4146401010000318:51.17008237400006|4.4145843710000463:51.16997144100003|4.4144122250000351:51.169628398000043|4.4143653980000295:51.169497525000054|4.4142648190000386:51.169216528000049|4.4141563100000667:51.16883961700006|4.4141170850000435:51.168703680000078|4.4140266670000301:51.168314537000072|4.4140096230000267:51.16824123300006|4.4138818220000644:51.167782299000066|4.4138620940000237:51.167711666000059|4.4138333850000322:51.167365751000034|4.4137942750000434:51.166896113000064|4.4137600570000473:51.166400352000039|4.4137863040000411:51.16583673000008|4.4137931230000618:51.165735750000067|4.4138666610000428:51.165329544000031|4.4139528500000438:51.164852980000035|4.4139699810000366:51.164785838000057|4.4140647800000465:51.164414599000054|4.4141987650000374:51.163932254000031|4.4143126370000232:51.163667324000073|4.4144675940000297:51.163374288000057|4.414526224000042:51.163263597000082|4.4146318710000401:51.163039397000034|4.414672883000037:51.162952443000052|4.4148229610000271:51.162702392000028|4.4148998970000548:51.162573986000041|4.4149835790000225:51.162499940000032|4.4147961790000636:51.162286815000073|4.4147074350000253:51.162232406000044|4.4145970360000319:51.162164712000049|4.4144848380000212:51.162099302000058|4.4143232310000258:51.161986173000059|4.4142450380000469:51.161945710000055|4.4142039040000327:51.161924423000073|4.4140188480000688:51.161820004000049|4.4139370350000604:51.161761188000071|4.4138527200000226:51.161644225000032|4.4136628340000357:51.161394309000059|4.413531793000061:51.161236915000075|4.4133748600000331:51.161103127000047|4.4132952900000646:51.161040660000026|4.4132445600000665:51.160999530000026|4.413207835000037:51.160969747000081|4.4132049740000525:51.160967429000038|4.4130704090000563:51.16085830600008|4.4129033120000258:51.160736008000072|4.4128433160000213:51.160692104000077|4.4126678440000546:51.160555382000041|4.4126677580000546:51.160555320000071|4.4126045870000326:51.160509052000066|4.4125384090000352:51.160471272000052|4.4125015650000705:51.160450243000071|4.4123703690000298:51.160362097000075|4.4123702830000298:51.160362043000077|4.4123048880000511:51.160320972000079|4.4121764380000741:51.160248986000056|4.4121761660000516:51.160248833000026|4.4119960730000685:51.160165047000078|4.4118742750000592:51.160097543000063|4.4117538420000528:51.160051378000048|4.4116734070000234:51.160021916000062|4.411644731000024:51.160005586000068|4.4115558560000636:51.159954968000079|4.4114246970000295:51.159903189000033|4.4113125540000624:51.159871213000031|4.4111556770000675:51.159785880000072|4.4111538040000369:51.159784990000048|4.4110390390000589:51.159730724000042|4.4109556810000754:51.15967738900008|4.410701700000061:51.159651496000038|4.4106643790000248:51.15962201800005|4.4105899800000543:51.159565111000063|4.4105894940000212:51.159564743000033|4.4104348880000543:51.159505951000028|4.4102720030000455:51.159444213000029|4.4100863620000723:51.159398636000049|4.409955210000021:51.159351628000081|4.4098244040000623:51.159290643000077|4.4098242750000622:51.159290580000061|4.409777274000021:51.159195093000051|4.4097186620000457:51.159078828000077|4.4096437580000725:51.158997957000054|4.4095150720000333:51.15895615200003|4.4093719910000573:51.15889796600004|4.4093718620000573:51.158897912000043|4.4093713620000585:51.158897840000066|4.4092195070000457:51.158874515000036|4.4090238320000594:51.15884200000005|4.4090128810000238:51.158840179000038|4.4090085310000404:51.158835542000077|4.4089165320000347:51.158737545000065|4.4088432050000392:51.158659900000032|4.408813053000074:51.158637178000049|4.408813025000029:51.158637160000069|4.4086865900000589:51.158601816000044|4.4086790840000276:51.158600660000047|4.40865595300005:51.158597108000038|4.4083827970000584:51.158555145000037|4.4082190780000587:51.158546213000079|4.4079693780000753:51.158552627000063|4.4078609700000584:51.158518274000073|4.4078489600000239:51.158514467000032|4.4075835080000729:51.158387872000048|4.4075680800000328:51.15836540500004|4.4075633520000679:51.158319763000065|4.4075751470000455:51.158272704000069|4.4075847820000718:51.158190625000032|4.4075891250000723:51.158153600000048|4.4075073360000374:51.158106302000078|4.4074117780000392:51.158070182000074|4.4073633920000361:51.158051889000035|4.4070763610000654:51.157943385000067|4.407070056000066:51.15794229100004|4.4069063800000663:51.157913807000057|4.4069063520000213:51.157913798000038|4.4067839430000504:51.157868347000033|4.4066927700000633:51.157810374000064|4.4066247970000632:51.157719099000076|4.4065676970000709:51.157638571000064|4.4065656930000614:51.157635740000046|4.4065100960000336:51.157557342000075|4.4063929890000395:51.157371469000054|4.4063859750000347:51.157360334000032|4.4062807380000208:51.157319084000051|4.4060521910000716:51.157297838000034|4.406044429000076:51.157297113000027|4.4059437620000494:51.157319365000035|4.4058624450000252:51.157337333000044|4.4058624310000596:51.157337333000044|4.405784939000057:51.157330761000026|4.4056718990000263:51.157290771000078|4.4055273470000316:51.157239834000052|4.4054866970000717:51.157205960000056|4.4054705770000737:51.157192518000045|4.4054692440000736:51.157188240000039|4.4054284870000515:51.157057990000055|4.4053401360000635:51.156898327000079|4.4052128900000298:51.156698650000067|4.4051494370000341:51.156658787000026|4.4050540550000505:51.156640975000073|4.4049236250000376:51.156638913000052|4.4047419960000411:51.156675132000032|4.4046449440000401:51.156694479000066|4.4045497970000724:51.156683408000049|4.4044708420000234:51.156651874000033|4.4044190970000727:51.156631207000032|4.4041934550000406:51.156535917000042|4.4041933980000749:51.156535899000062|4.4040592000000629:51.156504912000059|4.40390184000006:51.15648449400004";"1";"0.092505034352343155";"0.00034876492143323754"
