"data_type";"title";"description";"street";"postal";"district";"long";"lat"
"toilet";"Hessenhuis";;"Falconrui 53";"2000";"Antwerpen";"4.4094030000000544";"51.225956140000051"
"toilet";"AMVC Letterenhuis";;"Minderbroedersstraat 22";"2000";"Antwerpen";"4.4047109670000282";"51.222887236000076"
"toilet";"Museum Plantin Moretus";;"Vrijdagmarkt 22";"2000";"Antwerpen";"4.3980113360000246";"51.218343538000056"
"toilet";"Rubenianum";;"Kolveniersstraat 20";"2000";"Antwerpen";"4.4102563750000741";"51.217105985000046"
"toilet";"DC De Oever";;"Korte Riddersstraat 18";"2000";"Antwerpen";"4.3974561400000312";"51.217287170000077"
"toilet";"OC Het oude badhuis";;"Stuivenbergplein 38";"2060";"Antwerpen";"4.4323967710000716";"51.227097637000043"
"toilet";"SC De Oever";;"Oever 13";"2000";"Antwerpen";"4.397224695000034";"51.217631431000029"
"toilet";"Zwembad Wezenberg";;"Desguinlei 17-19";"2018";"Antwerpen";"4.4059409060000689";"51.19288249300007"
"toilet";"DC Hof Ter Beke";;"Balansstraat 23a";"2018";"Antwerpen";"4.3949902630000679";"51.203157290000036"
"toilet";"DC Santiago";;"Canadalaan 21";"2030";"Antwerpen";"4.4221441570000479";"51.249065538000082"
"toilet";"DC De Meersenier";;"Sint-Nicolaasplaats 7";"2000";"Antwerpen";"4.4060898260000272";"51.220329201000027"
"toilet";"Ecohuis";;"Turnhoutsebaan 139";"2140";"Borgerhout";"4.4345879200000695";"51.215457412000035"
"toilet";"Atlas";;"Carnotstraat 110";"2140";"Borgerhout";"4.4264970720000747";"51.217445403000056"
"toilet";"Ombudsdienst";;"Sint-Jacobsmarkt 5";"2000";"Antwerpen";"4.4104376070000626";"51.220730966000076"
"toilet";"CC Nova";;"Schijfstraat 105";"2020";"Antwerpen";"4.3731040830000438";"51.19064862700003"
"toilet";"Begraafplaats Berendrecht";;"Schouwvegerstraat 1";"2040";"Bezali";"4.3163620720000608";"51.340322714000081"
"toilet";"Begraafplaats Ruggenveld";;"August Van De Wielelei /";"2100";"Deurne";"4.4855735420000542";"51.219089646000043"
"toilet";"Stadsarchief Felixpakhuis";;"Oudeleeuwenrui 29";"2000";"Antwerpen";"4.4076611110000385";"51.227284737000048"
"toilet";"Bibliotheek Elschot";;"Willem Elsschotstraat 3";"2050";"Antwerpen";"4.380428228000028";"51.226230873000077"
"toilet";"Bibliotheek vredegerecht";;"Turnhoutsebaan 92";"2140";"Borgerhout";"4.4318590040000458";"51.215429529000062"
"toilet";"Bibliotheek Kielpark";;"Wittestraat 10";"2020";"Antwerpen";"4.3862349080000627";"51.18970999700008"
"toilet";"Zwembad Groenenhoek";;"Orpheusplein 1";"2600";"Berchem";"4.442211693000047";"51.19868341800003"
"toilet";"Bibliotheek Hoboken";;"Kapelstraat 64";"2660";"Hoboken";"4.3473278920000666";"51.175276507000035"
"toilet";"Bibliotheek Kaeck";;"Koningin Elisabethstraat 3";"2610";"Wilrijk";"4.3916805750000663";"51.170230839000055"
"toilet";"CC RIX";;"De Gryspeerstraat 86";"2100";"Deurne";"4.4509644620000586";"51.227189975000044"
"toilet";"Bibliotheek Driehoek";;"Driehoekstraat 43";"2180";"Ekeren";"4.420050783000022";"51.280844964000039"
"toilet";"Bibliotheek Viswater";;"Tongerlostraat 2";"2040";"Bezali";"4.330410736000033";"51.34707022300006"
"toilet";"zwembad Van Heybeeckstraat";;"Van Heybeeckstraat 9";"2170";"Merksem";"4.4486098190000689";"51.247543958000051"
"toilet";"Districtshuis Deurne";;"Maurice Dequeeckerplein 1";"2100";"Deurne";"4.459632301000056";"51.218476696000039"
"toilet";"CC De Schelde";;"De Keyserhoeve 66";"2040";"Bezali";"4.3117690630000425";"51.359349519000034"
"toilet";"Century center";;"De Keyserlei 58";"2018";"Antwerpen";"4.4191211700000395";"51.217049071000076"
"toilet";"Mc Donalds";;"Groenplaats 17";"2000";"Antwerpen";"4.4011441970000647";"51.219902305000062"
"toilet";"Mc Donalds";;"De Keyserlei 58-60";"2018";"Antwerpen";"4.4191211700000395";"51.217049071000076"
"toilet";"Quick";;"De Keyserlei 22";"2018";"Antwerpen";"4.4164587570000435";"51.21761996400005"
"toilet";"Shopping stadsfeestzaal";;"Meir 78";"2000";"Antwerpen";"4.4111810740000692";"51.217395578000037"
"toilet";"Bourla schouwburg caf̩";;"Graanmarkt 7";"2000";"Antwerpen";"4.4073424650000561";"51.21598173700005"
"toilet";"GB shopping (beneden)";;"Beddenstraat 2";"2000";"Antwerpen";"4.4027840290000313";"51.218739424000034"
"toilet";"GB shopping (boven)";;"Beddenstraat 2";"2000";"Antwerpen";"4.4027840290000313";"51.218739424000034"
"toilet";"Steenplein";;"Steenplein /";"2000";"Antwerpen";"4.396346435000055";"51.221328412000048"
"toilet";"Centraal station";;"Koningin Astridplein 27";"2018";"Antwerpen";"4.4211532200000647";"51.217186497000057"
"toilet";"Centraal station";;"Lange Kievitstraat /";"2018";"Antwerpen";"4.4212576280000349";"51.214299572000073"
"toilet";"Stadhuis";;"Grote Markt 1";"2000";"Antwerpen";"4.3991617650000308";"51.221308159000046"
"toilet";"Bibliotheek Permeke blok G";;"De Coninckplein 26";"2060";"Antwerpen";"4.421583321000071";"51.221878992000029"
